Ship type,Reporting Period,Technical efficiency,tech_eff_name,tech_eff,Port of Registry,Home Port,Total fuel consumption [m tonnes],Total CO₂ emissions [m tonnes],CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes],CO₂ emissions which occurred within ports under a MS jurisdiction at berth [m tonnes],Annual Total time spent at sea [hours],Annual average Fuel consumption per distance [kg / n mile],Annual average Fuel consumption per transport work (mass) [g / m tonnes · n miles],Annual average CO₂ emissions per distance [kg CO₂ / n mile],Annual average CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles],C02 emissions per hour,C02 emissions per fuel consumption,EEOI_Index
Container ship,2018,EIV (24.14 gCO₂/t·nm),EIV,24.14,Monrovia,,4863.23,15330.98,5221.01,4891.83,3334.2,1883.94,4026.84,101.25,7.56,319.2,23.84,3.807198696744842,3.1524275018866064,23.84
Container ship,2018,EIV (24.13 gCO₂/t·nm),EIV,24.13,Monrovia,,5341.4,16843.26,7133.71,4087.55,2879.48,2742.52,5509.85,109.7,8.48,345.93,26.73,3.056936214234507,3.153341820496499,26.73
Container ship,2018,EIV (24.14 gCO₂/t·nm),EIV,24.14,Valletta,,6298.66,19863.99,13195.94,4178.96,1570.63,918.47,6084.6,94.3,9.26,297.39,29.2,3.264633665319002,3.1536850695227243,29.2
Container ship,2018,EIV (20.94 gCO₂/t·nm),EIV,20.94,"Charleston, SC","Charleston, SC",15580.21,48700.34,3528.57,23339.3,21228.31,604.16,4802.35,184.29,8.89,576.06,27.78,10.140939331785479,3.125782001654663,27.78
Container ship,2018,EIV (21.13 gCO₂/t·nm),EIV,21.13,"Yorktown, VA","Yorktown, VA",15313.1,47883.81,3383.24,23866.72,19647.32,986.52,4666.82,182.45,8.29,570.51,25.91,10.260479298537334,3.1269834324859107,25.91
Container ship,2018,EIV (20.94 gCO₂/t·nm),EIV,20.94,"Saint Louis, MO","Saint Louis, MO",16774.72,52473.87,4297.52,25930.47,21429.09,816.79,4768.76,197.54,8.94,617.94,27.96,11.003671814056485,3.128151766467637,27.96
Container ship,2018,EIV (21.13 gCO₂/t·nm),EIV,21.13,"Washington, DC","Washington, DC",13940.39,43596.58,3517.06,21592.78,17442.9,1043.85,4186.86,187.12,8.34,585.2,26.08,10.41271501793707,3.1273572690577525,26.08
Container ship,2018,EIV (21.13 gCO₂/t·nm),EIV,21.13,"Philadelphia, PA","Philadelphia, PA",15071.56,47112.22,3060.3,23735.18,19890.03,426.71,4659.61,178.94,7.94,559.36,24.82,10.110764634808493,3.125902030048648,24.82
Container ship,2018,EIV (16.39 gCO₂/t·nm),EIV,16.39,Hong Kong,,6806.36,21254.73,0.0,11528.68,9455.88,270.17,1626.0,266.16,4.64,831.17,14.48,13.07178966789668,3.122774875263724,14.48
Container ship,2018,EIV (18.82 gCO₂/t·nm),EIV,18.82,MAJURO,,3703.29,11547.39,669.57,7705.1,2025.11,1147.58,1751.2,155.92,7.49,486.2,23.35,6.593986980356327,3.1181435966397446,23.35
Container ship,2018,EIV (25.32 gCO₂/t·nm),EIV,25.32,Monrovia,,17254.45,53900.82,3550.26,20645.11,28569.17,1136.29,4908.9,233.15,9.75,728.35,30.45,10.980223675365155,3.1238793470669886,30.45
Container ship,2018,EIV (21.68 gCO₂/t·nm),EIV,21.68,Monrovia,,1593.1,4961.01,0.0,1071.71,3814.38,75.05,1526.95,110.52,4.69,344.16,14.6,3.2489668947902683,3.1140606364948846,14.6
Container ship,2018,EIV (21.68 gCO₂/t·nm),EIV,21.68,Monrovia,,8248.57,25737.97,9537.2,7299.84,7202.43,1698.57,5941.99,155.31,13.13,484.62,40.96,4.331540443521447,3.120294790490958,40.96
Container ship,2018,EIV (23.42 gCO₂/t·nm),EIV,23.42,Limassol,,5769.73,17996.04,12476.76,1992.41,2808.71,718.16,5792.9,86.24,15.78,268.98,49.23,3.1065683854373463,3.119043698751935,49.23
Container ship,2018,EIV (28.15 gCO₂/t·nm),EIV,28.15,Madeira,,14411.87,44997.41,8445.64,20188.96,15181.02,1181.78,5446.3,194.02,7.72,605.78,24.11,8.26201457870481,3.1222464537912153,24.11
Container ship,2018,EIV (21.2 gCO₂/t·nm),EIV,21.2,MADEIRA,,1512.34,4715.49,804.41,3843.09,0.0,68.0,652.6,181.8,5.57,566.85,17.37,7.225697211155378,3.1180091778303822,17.37
Container ship,2018,EIV (17.43 gCO₂/t·nm),EIV,17.43,Hong Kong,Hong Kong,818.1,2553.62,0.0,1302.59,968.14,210.95,232.9,294.7,6.73,919.89,21.01,10.964448261056246,3.1214032514362544,21.01
Container ship,2018,EIV (21.16 gCO₂/t·nm),EIV,21.16,Hamilton,,16948.7,53159.8,5056.15,28479.93,18446.02,1177.71,6759.5,184.92,6.07,579.99,19.04,7.864457430283306,3.136511944868928,19.04
Container ship,2018,EIV (23.23 gCO₂/t·nm),EIV,23.23,Hong Kong,Hong Kong,16171.1,51159.87,4709.29,25091.58,20144.57,1214.43,6714.2,181.21,6.12,573.29,19.36,7.619652378541003,3.163660480734149,19.36
Container ship,2018,EIV (21.16 gCO₂/t·nm),EIV,21.16,Hamilton,,17435.4,55165.66,5051.37,29639.83,19401.73,1072.73,6873.7,184.32,6.08,583.2,19.24,8.02561357056607,3.1640031200890144,19.24
Container ship,2018,EIV (22.53 gCO₂/t·nm),EIV,22.53,Luxembourg,,5091.09,15912.25,2938.83,5467.97,6996.71,508.74,6410.95,112.37,13.37,351.21,41.77,2.482042443007667,3.1255094685028157,41.77
Container ship,2018,EIV (18.35 gCO₂/t·nm),EIV,18.35,Monrovia,,17081.5,53248.93,14817.9,19915.95,14663.93,3851.15,4015.9,277.32,5.61,864.5,17.48,13.25952588460868,3.117345080935515,17.48
Container ship,2018,EIV (14.93 gCO₂/t·nm),EIV,14.93,Bagenkop,,4603.87,14354.28,317.39,7659.57,6259.42,117.91,1197.43,233.37,5.26,727.62,16.39,11.987573386335736,3.1178725724227663,16.39
Container ship,2018,EIV (22.88 gCO₂/t·nm),EIV,22.88,Monrovia,,13658.6,42588.71,4882.75,13879.13,21581.58,2245.25,4944.6,200.6,5.12,625.47,15.98,8.613175989968854,3.118087505308011,15.98
Container ship,2018,EIV (24.35 gCO₂/t·nm),EIV,24.35,Marseille,,11920.0,37264.99,2285.84,14530.2,19673.85,782.14,6160.82,155.88,12.49,487.32,39.04,6.048706178722962,3.1262575503355703,39.04
Container ship,2018,EIV (24.35 gCO₂/t·nm),EIV,24.35,Valletta,,16643.2,52126.32,31553.51,4042.77,14609.27,1920.77,5275.89,192.2,14.09,601.96,44.13,9.88009985045177,3.1319890405691213,44.13
Container ship,2018,EIV (24.35 gCO₂/t·nm),EIV,24.35,Marseille,,14437.9,45156.6,3911.86,18011.07,22402.12,831.55,5150.92,169.56,12.87,530.34,40.25,8.766705753535291,3.1276432168113093,40.25
Container ship,2018,EIV (24.35 gCO₂/t·nm),EIV,24.35,Marseille,,15686.6,49047.73,7232.13,17152.52,23687.3,975.77,5773.53,175.61,12.3,549.09,38.46,8.495275853767106,3.126727907895911,38.46
Container ship,2018,EIV (20.34 gCO₂/t·nm),EIV,20.34,shanghai,,3235.85,10085.77,696.78,1812.02,7295.54,281.43,789.32,235.11,5.29,732.82,16.48,12.777796077636447,3.116884280791755,16.48
Container ship,2018,EIV (19.34 gCO₂/t·nm),EIV,19.34,Singapore,,1916.41,5967.7,0.0,362.16,5419.95,185.59,1121.42,135.51,6.91,421.98,21.51,5.3215565978848245,3.1139996138613344,21.51
Container ship,2018,EIV (21.68 gCO₂/t·nm),EIV,21.68,Monrovia,,12001.99,37444.2,3893.83,13194.43,19651.71,704.22,5722.95,137.13,9.81,427.82,30.6,6.542814457578696,3.1198326277558968,30.6
Container ship,2018,EIV (24.13 gCO₂/t·nm),EIV,24.13,Monrovia,,5788.39,18046.33,13130.87,1228.47,27.4,3659.58,2989.3,177.82,14.01,554.38,43.68,6.036975211587998,3.1176769360737615,43.68
Container ship,2018,EIV (21.68 gCO₂/t·nm),EIV,21.68,Monrovia,,11010.56,34364.25,5190.29,11736.07,16776.36,661.56,5383.8,147.17,10.63,459.32,33.17,6.382898696088264,3.1210265417926064,33.17
Container ship,2018,EIV (21.68 gCO₂/t·nm),EIV,21.68,Monrovia,,10910.85,34156.51,2742.41,12365.57,18328.9,719.63,6123.73,131.5,11.44,411.67,35.8,5.577729586379544,3.130508622151345,35.8
Container ship,2018,EIV (21.68 gCO₂/t·nm),EIV,21.68,Monrovia,,11603.25,36321.9,3451.33,13414.14,18480.67,975.8,6177.1,141.23,10.5,442.1,32.88,5.880089362322125,3.1303212462025725,32.88
Container ship,2018,EIV (20.72 gCO₂/t·nm),EIV,20.72,Panama,,4178.32,13067.74,6748.17,2406.61,2873.77,1039.18,2971.58,132.55,9.59,414.54,29.98,4.3975730082986155,3.127510578414291,29.98
Container ship,2018,EIV (20.97 gCO₂/t·nm),EIV,20.97,Monrovia,,6478.26,20331.25,7535.94,5991.07,5618.12,1186.11,3878.3,147.16,9.06,461.85,28.43,5.242309774901374,3.1383812937424556,28.43
Container ship,2018,EIV (11.28 gCO₂/t·nm),EIV,11.28,Panama,,11869.72,37144.62,8878.9,10568.92,16673.77,1023.04,4297.3,203.95,5.84,638.25,18.28,8.643711167477253,3.129359412016459,18.28
Container ship,2018,EIV (11.29 gCO₂/t·nm),EIV,11.29,Panama,,16447.47,51480.69,25279.22,13115.27,11484.51,1601.7,5444.0,213.56,6.87,668.44,21.51,9.456408890521676,3.130006621079108,21.51
Container ship,2018,EIV (14.6 gCO₂/t·nm),EIV,14.6,Marseille,,865.0,2705.19,1312.72,465.36,660.49,266.63,302.64,223.54,4.44,699.11,13.89,8.938639968279144,3.1273872832369944,13.89
Container ship,2018,EIV (11.26 gCO₂/t·nm),EIV,11.26,Panama,,9405.61,29551.01,4516.57,12000.68,12654.18,379.57,3093.9,199.64,7.01,627.22,22.03,9.551378519021299,3.1418493856326166,22.03
Container ship,2018,EIV (11.27 gCO₂/t·nm),EIV,11.27,Panama,,16112.82,50675.36,6535.48,22256.73,20956.62,926.53,6060.8,190.74,6.64,599.87,20.87,8.361166842661035,3.1450335819552384,20.87
Container ship,2018,EIV (11.22 gCO₂/t·nm),EIV,11.22,Panama,,16705.57,52468.68,10665.05,19118.83,21504.3,1180.5,6448.3,188.52,6.73,592.09,21.14,8.13682365894887,3.140789568988068,21.14
Container ship,2018,EIV (19 gCO₂/t·nm),EIV,19.0,Monrovia,,12388.75,38859.18,2733.44,15614.76,18612.67,1898.31,6281.8,158.88,13.72,498.35,43.03,6.185994460186571,3.1366505902532538,43.03
Container ship,2018,EIV (19 gCO₂/t·nm),EIV,19.0,Monrovia,,8193.34,25631.22,2467.39,10765.71,10677.91,1720.21,3892.71,159.83,10.32,499.99,32.28,6.584415484328399,3.1282993260379772,32.28
Container ship,2018,EIV (21.68 gCO₂/t·nm),EIV,21.68,Monrovia,,4257.66,13320.54,2322.05,7803.07,2824.21,371.25,1107.91,292.24,5.27,914.31,16.5,12.023124622036086,3.128605853919759,16.5
Container ship,2018,EIV (21.68 gCO₂/t·nm),EIV,21.68,Luxembourg,,21077.68,65961.63,40917.66,12633.68,9948.54,2461.75,5563.75,278.74,5.11,872.29,15.99,11.855606380588632,3.1294540006300506,15.99
Container ship,2018,EIV (21.68 gCO₂/t·nm),EIV,21.68,Monrovia,,17443.29,54628.56,26503.84,13652.16,12725.61,1746.99,4463.1,293.04,4.87,917.74,15.25,12.240048396854203,3.1317807592489717,15.25
Container ship,2018,EIV (21.68 gCO₂/t·nm),EIV,21.68,Monrovia,,12690.89,39549.96,17332.62,10709.61,9810.75,1697.02,4326.2,255.42,4.58,795.98,14.29,9.141962923581897,3.1164055476014685,14.29
Container ship,2018,EIV (21.68 gCO₂/t·nm),EIV,21.68,Luxembourg,,17994.93,56410.4,33570.34,6635.32,14038.85,2165.9,4473.8,295.25,5.12,925.55,16.04,12.609057177343646,3.134794078109779,16.04
Container ship,2018,EIV (18.09 gCO₂/t·nm),EIV,18.09,MONROVIA,,23093.1,72297.43,22655.63,30076.04,18152.13,1413.61,6559.8,257.89,3.24,807.38,10.15,11.02128570993018,3.1306940168275372,10.15
Container ship,2018,EIV (17.37 gCO₂/t·nm),EIV,17.37,Majuro,,14363.98,44817.71,11837.31,18245.02,14166.63,568.75,3016.74,310.28,4.81,968.11,14.99,14.856338298958478,3.1201456699327066,14.99
Container ship,2018,EIV (19.4 gCO₂/t·nm),EIV,19.4,Madeira,,8665.59,27159.54,3357.78,9079.68,13823.12,898.96,4586.52,163.49,8.93,512.4,28.0,5.921600690719761,3.134182438818361,28.0
Container ship,2018,EIV (19 gCO₂/t·nm),EIV,19.0,Madeira,,5357.01,16767.05,3564.18,7467.81,5442.29,292.78,2659.43,153.01,13.19,478.92,41.28,6.3047532741978545,3.12992695552183,41.28
Container ship,2018,EIV (18.24 gCO₂/t·nm),EIV,18.24,Hamburg,,14548.7,45318.57,1821.47,25733.37,16560.25,1203.48,3912.4,251.98,3.62,784.92,11.27,11.583317145486147,3.1149566627946137,11.27
Container ship,2018,EIV (18.24 gCO₂/t·nm),EIV,18.24,Hamburg,,19113.39,59540.54,12062.86,25603.94,20483.08,1390.66,4099.7,286.37,4.53,892.07,14.1,14.523145596019221,3.1151219119162015,14.1
Container ship,2018,EEDI (22.55 gCO₂/t·nm),EEDI,22.55,Singapore,Singapore,4523.17,14118.01,2391.04,7906.17,3297.61,523.19,3449.95,108.28,4.21,337.97,13.14,4.092236119364049,3.121264511393558,13.14
Container ship,2018,EEDI (15.25 gCO₂/t·nm),EEDI,15.25,Singapore,,4380.85,13654.83,0.0,6242.1,7264.65,148.08,1283.3,213.85,2.61,666.56,8.14,10.64040364684797,3.116936211009279,8.14
Container ship,2018,EIV (20.05 gCO₂/t·nm),EIV,20.05,Valletta,Valletta,21009.5,66029.25,9956.88,28464.29,25639.19,1968.9,6487.2,198.95,6.62,625.28,20.82,10.178389752127266,3.142828244365644,20.82
Container ship,2018,EIV (20.19 gCO₂/t·nm),EIV,20.19,Monrovia,,17938.7,56058.93,6599.82,23382.9,20923.19,5153.02,4171.3,295.31,5.39,922.86,16.84,13.439198810922253,3.125027454609308,16.84
Container ship,2018,EIV (17.3 gCO₂/t·nm),EIV,17.3,Hamburg,,2880.45,8975.89,1993.58,994.61,5758.41,229.29,655.6,289.61,4.39,902.46,13.67,13.691107382550333,3.116141575101113,13.67
Container ship,2018,EEDI (21.67 gCO₂/t·nm),EEDI,21.67,,,1474.0,4591.82,576.94,2484.83,1430.37,99.69,1903.09,73.25,13.57,228.19,42.29,2.412823355700466,3.1152103120759835,42.29
Container ship,2018,EEDI (15.92 gCO₂/t·nm),EEDI,15.92,Valetta,,16759.01,52267.67,6937.77,24324.61,18362.25,2643.04,4828.37,213.2,6.42,664.91,20.01,10.825116964938479,3.1187802859476785,20.01
Container ship,2018,EEDI (15.86 gCO₂/t·nm),EEDI,15.86,Valetta,,14217.2,44285.66,3316.45,18445.67,19646.34,2877.2,4187.4,212.56,7.4,662.12,23.05,10.575932559583514,3.114935430323833,23.05
Container ship,2018,EIV (19.35 gCO₂/t·nm),EIV,19.35,Panama,,9516.1,29708.34,671.05,14188.73,14210.58,637.97,3149.6,198.65,6.01,620.16,18.76,9.43241681483363,3.121902880381669,18.76
Container ship,2018,EIV (19.36 gCO₂/t·nm),EIV,19.36,Panama,,4848.51,15138.75,1017.39,7014.99,6726.86,379.5,1843.6,171.02,10.27,533.98,32.08,8.211515513126493,3.1223509903042377,32.08
Container ship,2018,EEDI (19.82 gCO₂/t·nm),EEDI,19.82,Monrovia,,11302.54,35246.4,8317.84,11970.54,13670.53,1287.49,4592.5,232.95,7.62,726.46,23.75,7.674774088187262,3.1184494812670427,23.75
Container ship,2018,EIV (19.36 gCO₂/t·nm),EIV,19.36,Panama,Panama,10576.9,33228.91,3519.87,20986.57,15018.6,244.01,3338.08,218.67,6.44,686.99,20.24,9.954497795139723,3.141649254507465,20.24
Container ship,2018,EIV (28.96 gCO₂/t·nm),EIV,28.96,PANAMA,,19070.74,59883.24,4370.42,28595.76,25576.5,1340.56,5799.7,197.18,6.82,619.17,21.4,10.325230615376658,3.140058539941292,21.4
Container ship,2018,EIV (18.9 gCO₂/t·nm),EIV,18.9,Madeira,,869.69,2713.5,518.76,1110.76,899.95,184.02,346.5,228.16,5.12,711.89,15.98,7.8311688311688314,3.1200772689119107,15.98
Container ship,2018,EIV (18.9 gCO₂/t·nm),EIV,18.9,Madeira,,517.75,1613.85,0.0,1094.54,464.33,54.98,133.0,276.87,5.7,863.02,17.76,12.134210526315789,3.117044905842588,17.76
Container ship,2018,EIV (18.9 gCO₂/t·nm),EIV,18.9,Madeira,,5270.62,16522.65,6315.76,5332.41,4237.38,637.1,1288.2,296.77,4.35,930.33,13.65,12.826152771308804,3.1348588970557545,13.65
Container ship,2018,EIV (18.9 gCO₂/t·nm),EIV,18.9,Madeira,,683.3,2130.73,0.0,1399.68,670.13,60.91,142.6,342.85,6.25,1069.11,19.48,14.942005610098178,3.1182935752963563,19.48
Container ship,2018,EEDI (17.93 gCO₂/t·nm),EEDI,17.93,Hong Kong,,6856.85,21501.72,3390.24,8792.48,8917.3,401.7,2199.26,189.14,3.27,593.1,10.25,9.776797650118676,3.1358014248525197,10.25
Container ship,2018,EIV (21 gCO₂/t·nm),EIV,21.0,Madeira,,6245.58,19466.76,2730.47,4391.17,11885.95,459.17,5232.4,103.37,7.83,322.18,24.4,3.7204265728919808,3.116885861681381,24.4
Container ship,2018,EIV (20.02 gCO₂/t·nm),EIV,20.02,Monrovia,,10527.04,32911.67,11822.42,12978.41,7007.39,1103.41,5768.49,166.88,6.7,521.72,20.96,5.705422042856969,3.1263935541234757,20.96
Container ship,2018,EIV (19.86 gCO₂/t·nm),EIV,19.86,Hamilton,,15537.91,49199.16,5189.51,25104.76,17602.01,1302.89,6725.08,167.67,6.1,530.9,19.31,7.315773195263105,3.1663949656034824,19.31
Container ship,2018,EIV (21.88 gCO₂/t·nm),EIV,21.88,Monrovia,,14169.44,44164.58,11306.11,16297.12,15007.43,1553.91,5068.8,195.45,5.18,609.18,16.14,8.713024779040405,3.116889587732472,16.14
Container ship,2018,EIV (21.88 gCO₂/t·nm),EIV,21.88,Monrovia,,3113.5,9702.79,682.91,2042.47,6697.9,279.51,2768.0,182.25,8.75,567.94,27.27,3.505343208092486,3.116361008511322,27.27
Container ship,2018,EIV (19.84 gCO₂/t·nm),EIV,19.84,Monrovia,,9126.74,28481.19,3985.85,9756.11,13804.58,934.65,3566.9,189.62,4.61,591.74,14.38,7.984857999943928,3.12063124401484,14.38
Container ship,2018,EIV (20.69 gCO₂/t·nm),EIV,20.69,Limassol,,12087.8,37756.93,10256.35,16342.53,8921.46,2236.59,4355.88,215.25,9.87,672.33,30.82,8.66803722783915,3.1235568093449597,30.82
Container ship,2018,EIV (20.69 gCO₂/t·nm),EIV,20.69,Limassol,,11005.2,34393.25,11141.68,12442.12,8607.03,2202.42,4297.82,198.71,9.19,620.99,28.73,8.002487307518695,3.125181732272017,28.73
Container ship,2018,EIV (20.06 gCO₂/t·nm),EIV,20.06,Valletta,,6805.9,21216.22,361.33,9426.94,11004.46,423.49,2079.0,201.52,6.05,628.2,18.86,10.205012025012026,3.1173276128065357,18.86
Container ship,2018,EIV (23 gCO₂/t·nm),EIV,23.0,Madeira,,4542.0,14185.03,10079.37,1467.11,1289.59,1348.96,4787.2,78.25,9.55,244.39,29.83,2.9631162266042783,3.1230801409070894,29.83
Container ship,2018,EIV (12.69 gCO₂/t·nm),EIV,12.69,Monrovia,,26390.33,82356.88,5570.85,37268.77,38565.15,952.11,6310.9,244.46,7.07,762.89,22.05,13.04994216355829,3.12072187047301,22.05
Container ship,2018,EEDI (19.1 gCO₂/t·nm),EEDI,19.1,Norfolk,,17803.61,55630.68,2176.17,28351.89,24416.39,686.23,4658.94,219.14,5.78,684.74,18.06,11.940630272121986,3.124685386840085,18.06
Container ship,2018,EEDI (19.1 gCO₂/t·nm),EEDI,19.1,Norfolk,,16932.68,52896.72,2427.53,24382.43,25232.92,853.84,4319.02,219.89,5.58,686.91,17.42,12.247389454089122,3.123942577312038,17.42
Container ship,2018,EIV (23.86 gCO₂/t·nm),EIV,23.86,LIMASSOL,,12597.24,39456.61,3559.94,20465.63,14512.99,918.03,4315.65,188.63,5.03,590.82,15.76,9.142680708583876,3.132163076991468,15.76
Container ship,2018,EEDI (18.87 gCO₂/t·nm),EEDI,18.87,Singapore,,3680.28,11461.13,0.0,691.08,10679.4,90.65,1576.68,138.49,6.26,431.28,19.5,7.269154172057741,3.114200549958155,19.5
Container ship,2018,EEDI (18.83 gCO₂/t·nm),EEDI,18.83,Norfolk,,5925.1,18527.56,1982.5,10526.43,5489.5,529.13,3540.39,127.63,8.26,399.11,25.83,5.233197472594828,3.1269615702688562,25.83
Container ship,2018,EIV (18.24 gCO₂/t·nm),EIV,18.24,Hamburg,,19494.29,60711.48,10252.62,26415.51,22821.03,1222.32,4140.2,278.13,5.22,866.18,16.26,14.663900294671757,3.1143211678907003,16.26
Container ship,2018,EIV (13.3 gCO₂/t·nm),EIV,13.3,Marseille,,11480.6,35848.02,12029.2,11286.05,10196.13,2336.64,3003.37,291.84,5.81,911.27,18.15,11.935931969753975,3.1224866296186606,18.15
Container ship,2018,EIV (13.3 gCO₂/t·nm),EIV,13.3,Marseille,,22997.5,71919.24,10096.06,35206.37,24304.52,2312.28,4984.53,299.39,4.13,936.28,12.92,14.42848974727808,3.1272633981954563,12.92
Container ship,2018,EEDI (15.25 gCO₂/t·nm),EEDI,15.25,Singapore,,745.2,2328.61,0.0,0.0,2328.61,0.0,178.7,207.91,15.86,649.69,49.57,13.030833799664244,3.1248121309715513,49.57
Container ship,2018,EIV (18.28 gCO₂/t·nm),EIV,18.28,London,,396.0,1234.25,0.0,803.0,391.0,44.0,120.0,196.72,4.47,613.14,13.93,10.285416666666666,3.1167929292929295,13.93
Container ship,2018,EIV (18.27 gCO₂/t·nm),EIV,18.27,Singapore,,4853.0,15162.29,7512.0,2832.0,3232.0,1587.0,1371.0,250.44,5.07,782.45,15.83,11.059292487235595,3.124312796208531,15.83
Container ship,2018,EIV (18.26 gCO₂/t·nm),EIV,18.26,Singapore,,1554.0,4846.33,0.0,2790.0,1810.0,244.0,437.0,196.81,3.7,613.77,11.53,11.09,3.1186164736164734,11.53
Container ship,2018,EIV (18.28 gCO₂/t·nm),EIV,18.28,Panama,,6252.0,19529.26,6635.0,3622.0,7573.0,1698.0,1669.0,253.68,4.87,792.42,15.22,11.701174355901736,3.1236820217530386,15.22
Container ship,2018,EIV (17.45 gCO₂/t·nm),EIV,17.45,Hong Kong,Hong Kong,24290.9,76228.3,8700.12,34308.41,30995.44,2224.32,5285.8,298.03,4.93,935.25,15.46,14.421336410760906,3.1381422672688126,15.46
Container ship,2018,EIV (17.41 gCO₂/t·nm),EIV,17.41,,,22462.7,70537.18,8307.39,32802.79,27680.05,1746.95,5168.4,285.7,4.77,897.16,14.99,13.647778809689653,3.1401915174934443,14.99
Container ship,2018,EIV (21.68 gCO₂/t·nm),EIV,21.68,Monrovia,,16128.09,50254.52,37420.59,3977.4,7424.76,1431.75,6394.7,169.79,11.1,529.07,34.59,7.858776799537116,3.115962274516077,34.59
Container ship,2018,EIV (28.74 gCO₂/t·nm),EIV,28.74,Singapore,,12890.61,40329.61,2911.41,14790.89,21926.13,701.17,5233.8,161.61,12.75,505.6,39.88,7.705607780197944,3.1286036890418685,39.88
Container ship,2018,EIV (20.8 gCO₂/t·nm),EIV,20.8,,,14521.05,45301.52,4600.81,19664.47,19135.82,1900.42,5076.4,208.8,4.85,651.41,15.15,8.92394610353794,3.1197137948013403,15.15
Container ship,2018,EIV (20.8 gCO₂/t·nm),EIV,20.8,,,1395.42,4346.77,0.0,509.24,3788.87,48.67,438.4,198.71,4.14,618.99,12.9,9.915077554744528,3.11502630032535,12.9
Container ship,2018,EIV (16.66 gCO₂/t·nm),EIV,16.66,Monrovia,,3248.03,10159.14,884.54,3341.86,5848.98,83.77,735.6,280.17,4.4,876.32,13.76,13.810685154975529,3.127785149767705,13.76
Container ship,2018,EIV (20.42 gCO₂/t·nm),EIV,20.42,Monrovia,Monrovia,6402.55,19953.99,3308.31,5011.05,11061.24,573.39,3836.3,132.83,8.44,413.97,26.29,5.201363292756041,3.116569179467556,26.29
Container ship,2018,EIV (18.6 gCO₂/t·nm),EIV,18.6,Monrovia,,5613.29,17499.06,3278.21,4656.09,8939.69,627.2,3959.32,114.74,11.9,357.69,37.09,4.419713486154188,3.1174338044177303,37.09
Container ship,2018,EIV (20.37 gCO₂/t·nm),EIV,20.37,shanghai,,992.67,3094.21,0.0,1190.52,1774.77,128.91,206.19,286.82,6.07,894.02,18.91,15.00659585818905,3.117058035399478,18.91
Container ship,2018,EEDI (19.1 gCO₂/t·nm),EEDI,19.1,Norfolk,,17786.46,55567.33,2399.75,28912.52,23520.18,734.89,4478.66,225.93,5.73,705.83,17.91,12.40713293708386,3.1241365623063837,17.91
Container ship,2018,EEDI (15.1 gCO₂/t·nm),EEDI,15.1,Torshavn,,5742.86,18221.99,9172.38,3932.1,3253.79,1863.71,5078.67,78.94,15.09,250.49,47.89,3.5879452691354237,3.1729817547354457,47.89
Container ship,2018,EIV (16.54 gCO₂/t·nm),EIV,16.54,Majuro,,7907.49,24710.6,7687.22,3887.21,11927.23,1208.94,2080.6,261.7,5.12,817.82,16.0,11.876670191290973,3.1249612708963275,16.0
Container ship,2018,EIV (17.38 gCO₂/t·nm),EIV,17.38,Monrovia,,2720.71,8485.09,729.5,2509.13,5012.74,233.72,797.0,220.25,11.68,686.88,36.42,10.646286072772899,3.1187043088017465,36.42
Container ship,2018,EIV (21.8 gCO₂/t·nm),EIV,21.8,Valletta,,4839.36,15077.51,0.0,10429.07,4385.45,263.0,3144.8,124.1,6.64,386.65,20.7,4.794425718646655,3.1155999966937777,20.7
Container ship,2018,EIV (21.68 gCO₂/t·nm),EIV,21.68,Singapore,,623.31,1940.99,0.0,258.74,1639.4,42.85,199.8,328.23,15.48,1022.11,48.21,9.714664664664664,3.114004267539427,48.21
Container ship,2018,EIV (21.17 gCO₂/t·nm),EIV,21.17,,,3738.6,11681.97,5034.76,5540.15,629.36,477.69,777.7,317.07,7.02,990.75,21.95,15.02117783206892,3.1246910608249077,21.95
Container ship,2018,EIV (16.07 gCO₂/t·nm),EIV,16.07,"Hong Kong, China",,198.3,618.84,0.0,209.57,362.78,46.49,82.7,212.43,5.21,662.92,16.26,7.482950423216445,3.1207261724659605,16.26
Container ship,2018,EIV (23.1 gCO₂/t·nm),EIV,23.1,Madeira,,724.44,2259.04,0.0,1969.79,283.86,5.39,831.1,103.6,9.27,323.05,28.9,2.7181325953555526,3.118325879299873,28.9
Container ship,2018,EIV (29 gCO₂/t·nm),EIV,29.0,,,8193.7,25535.0,1434.51,13147.42,7202.33,3750.76,3892.32,237.29,9.81,739.5,30.57,6.560354749866403,3.1164187119372198,30.57
Container ship,2018,EIV (21.09 gCO₂/t·nm),EIV,21.09,Monrovia,Monrovia,8472.24,26542.61,1886.0,11034.2,12006.47,1615.94,2810.7,174.69,11.82,547.29,37.02,9.443416230832177,3.132891655571608,37.02
Container ship,2018,EIV (16.33 gCO₂/t·nm),EIV,16.33,PANAMA,,15348.3,47800.66,3888.07,26749.86,15670.19,1492.55,3222.33,277.82,4.53,865.25,14.11,14.834191408080489,3.1143944280474063,14.11
